vehicle_id,n_readouts,first_time,last_time,observation_duration
5120,47,14.4,347.2,332.8
5121,81,4.2,353.0,348.8
5123,82,40.4,310.6,270.20000000000005
5124,92,6.6,365.2,358.59999999999997
5125,11,19.6,331.2,311.59999999999997
5127,31,8.4,164.4,156.0
5130,99,1.4,361.8,360.40000000000003
5132,26,10.8,273.0,262.2
5133,68,1.0,341.2,340.2
5134,89,12.2,360.8,348.6
5135,55,1.6,365.2,363.59999999999997
5138,35,6.6,171.4,164.8
5139,10,0.8,189.8,189.0
5141,20,0.0,134.4,134.4
5143,61,0.2,327.2,327.0
5146,103,4.2,363.8,359.6
5147,96,8.4,371.8,363.40000000000003
5148,26,4.6,144.2,139.6
5149,83,0.2,370.6,370.40000000000003
5150,34,8.2,172.0,163.8
5151,13,1.2,127.4,126.2
5152,11,0.0,96.6,96.6
5153,80,4.8,360.4,355.59999999999997
5155,44,6.6,369.8,363.2
5156,71,7.0,354.2,347.2
5159,36,0.4,188.6,188.2
5161,11,2.8,166.0,163.2
5163,16,10.2,162.0,151.8
5167,75,4.4,355.8,351.40000000000003
5169,84,2.0,307.2,305.2
5170,69,5.2,365.8,360.6
5171,92,8.2,312.8,304.6
5174,69,7.8,285.4,277.59999999999997
5175,69,5.4,335.6,330.20000000000005
5177,45,8.4,327.6,319.20000000000005
5178,81,2.0,334.4,332.4
5179,5,9.4,87.0,77.6
5180,72,4.8,369.4,364.59999999999997
5184,15,27.4,170.4,143.0
5185,94,6.0,357.4,351.4
5186,81,0.4,367.2,366.8
5188,26,2.2,162.2,160.0
5189,50,0.0,261.8,261.8
5190,36,2.2,375.2,373.0
5191,48,13.0,361.2,348.2
5192,69,5.2,327.4,322.2
5195,50,15.8,348.0,332.2
5196,34,0.0,152.8,152.8
5197,70,0.0,376.8,376.8
5198,69,1.8,347.8,346.0
5199,66,8.0,355.6,347.6
5200,39,73.4,337.8,264.4
5202,27,6.8,132.2,125.39999999999999
5204,77,5.0,339.8,334.8
5205,23,13.4,160.8,147.4
5206,46,5.0,212.2,207.2
5208,13,1.2,208.8,207.60000000000002
5209,95,4.8,377.8,373.0
5210,55,1.6,325.6,324.0
5211,72,1.4,198.4,197.0
5212,22,11.8,322.8,311.0
5213,72,4.6,341.8,337.2
5215,73,4.8,358.8,354.0
5218,103,4.0,371.6,367.6
5219,38,0.0,212.4,212.4
5220,18,51.6,328.8,277.2
5223,9,9.6,130.8,121.20000000000002
5226,88,3.2,327.2,324.0
5228,9,12.0,104.4,92.4
5229,53,0.2,375.4,375.2
5230,78,6.8,327.8,321.0
5231,20,10.4,177.4,167.0
5233,32,1.0,250.2,249.2
5235,8,0.6,132.4,131.8
5238,51,3.0,335.4,332.4
5239,31,4.0,164.4,160.4
5240,54,1.4,315.0,313.6
5241,61,0.2,347.0,346.8
5242,6,12.8,95.2,82.4
5244,105,4.4,360.8,356.40000000000003
5245,29,2.8,128.6,125.8
5246,15,3.6,137.0,133.4
5247,26,0.0,301.8,301.8
5249,44,8.8,367.6,358.8
5251,8,27.4,168.6,141.2
5253,49,6.0,215.6,209.6
5256,114,1.8,350.0,348.2
5257,11,0.0,166.6,166.6
5258,68,2.0,371.0,369.0
5259,77,4.4,370.0,365.6
5260,34,54.6,340.8,286.2
5261,38,0.2,171.6,171.4
5262,60,5.6,292.2,286.59999999999997
5263,19,15.4,358.4,343.0
5264,35,14.0,358.4,344.4
5266,23,2.2,166.8,164.60000000000002
5267,75,4.4,349.8,345.40000000000003
5268,72,1.4,345.8,344.40000000000003
5269,54,4.0,257.4,253.39999999999998
5270,5,0.6,83.4,82.80000000000001
5271,20,14.2,226.8,212.60000000000002
5272,134,0.0,359.8,359.8
5273,35,0.0,165.2,165.2
5276,5,16.0,102.4,86.4
5277,32,0.0,215.0,215.0
5279,105,2.6,363.8,361.2
5280,70,5.4,260.0,254.6
5281,55,0.0,359.8,359.8
5283,28,4.8,126.2,121.4
5284,55,5.2,290.6,285.40000000000003
5285,74,0.0,371.6,371.6
5287,116,7.6,373.8,366.2
5288,74,0.0,268.0,268.0
5292,85,4.8,370.2,365.4
5293,105,2.4,364.0,361.6
5294,62,1.4,348.8,347.40000000000003
5295,82,5.4,354.6,349.20000000000005
5296,56,0.6,359.0,358.4
5301,38,4.8,231.4,226.6
5302,21,0.4,151.8,151.4
5303,55,0.0,236.0,236.0
5305,91,0.0,319.0,319.0
5307,42,21.4,352.0,330.6
5308,13,0.2,209.0,208.8
5309,31,9.8,198.4,188.6
5310,46,8.2,288.4,280.2
5311,50,4.8,238.0,233.2
5312,18,11.6,174.0,162.4
5314,30,8.8,177.0,168.2
5315,62,3.4,368.2,364.8
5317,89,6.8,323.0,316.2
5318,45,5.2,229.2,224.0
5320,93,4.4,312.6,308.20000000000005
5321,78,4.4,365.2,360.8
5322,44,6.4,229.6,223.2
5323,157,6.8,354.8,348.0
5324,80,2.0,359.4,357.4
5325,30,13.8,338.2,324.4
5326,33,4.8,175.8,171.0
5327,32,7.6,172.8,165.20000000000002
5329,17,5.2,210.4,205.20000000000002
5330,58,2.8,264.2,261.4
5332,60,0.0,346.4,346.4
5333,83,0.0,372.0,372.0
5334,15,5.4,139.2,133.79999999999998
5336,91,8.2,359.4,351.2
5337,7,0.6,94.4,93.80000000000001
5338,101,4.2,347.8,343.6
5342,84,4.0,356.2,352.2
5344,30,1.8,205.2,203.39999999999998
5346,44,3.6,333.4,329.79999999999995
5347,40,2.4,173.0,170.6
5350,43,4.8,317.2,312.4
5352,12,1.2,138.4,137.20000000000002
5353,65,0.0,293.0,293.0
5355,6,7.6,142.0,134.4
5356,29,3.4,140.0,136.6
5357,20,1.0,291.4,290.4
5358,54,6.2,361.2,355.0
5361,106,0.0,364.2,364.2
5366,75,15.8,286.2,270.4
5368,51,1.2,212.8,211.60000000000002
5369,52,2.6,276.0,273.4
5370,5,52.8,137.4,84.60000000000001
5371,36,14.0,360.6,346.6
5372,43,22.6,201.2,178.6
5373,25,10.4,205.4,195.0
5374,33,5.8,359.2,353.4
5375,94,4.8,352.6,347.8
5377,42,5.6,187.6,182.0
5378,81,4.8,301.6,296.8
5380,69,7.2,364.4,357.2
5383,24,4.4,132.6,128.2
5384,73,6.6,361.2,354.59999999999997
5385,78,11.2,360.2,349.0
5386,28,8.4,144.0,135.6
5388,46,1.6,289.6,288.0
5389,81,8.4,362.2,353.8
5390,73,10.8,334.2,323.4
5392,32,7.4,150.0,142.6
5393,82,7.4,361.4,354.0
5397,72,1.4,328.8,327.40000000000003
5398,79,8.8,368.2,359.4
5399,80,7.6,277.8,270.2
5400,77,7.2,368.2,361.0
5401,90,4.8,373.0,368.2
5402,15,9.8,168.8,159.0
5403,7,5.4,132.4,127.0
5408,63,7.4,308.4,301.0
5409,94,7.2,368.4,361.2
5410,86,0.0,339.6,339.6
5411,64,8.8,361.4,352.59999999999997
5413,71,8.6,356.0,347.4
5416,29,10.4,239.4,229.0
5417,75,39.0,347.0,308.0
5418,81,4.0,349.6,345.6
5419,26,0.0,300.2,300.2
5422,70,4.4,355.8,351.40000000000003
5423,34,2.0,154.0,152.0
5425,21,6.6,314.6,308.0
5426,97,8.2,356.8,348.6
5428,29,0.0,182.4,182.4
5429,141,3.8,361.4,357.59999999999997
5430,6,11.6,166.8,155.20000000000002
5431,78,4.0,333.2,329.2
5435,101,1.2,373.4,372.2
5436,10,31.4,207.8,176.4
5437,64,8.2,346.0,337.8
5439,20,5.6,166.2,160.6
5442,61,10.2,289.4,279.2
5443,55,2.2,357.8,355.6
5446,107,3.6,347.2,343.59999999999997
5447,64,4.4,287.4,283.0
5448,83,0.0,364.0,364.0
5449,12,0.0,126.4,126.4
5450,89,4.2,304.4,300.2
5451,24,1.4,338.0,336.6
5452,30,10.2,127.8,117.6
5454,66,7.4,132.8,125.4
5455,74,6.0,280.6,274.6
5456,79,5.2,365.2,360.0
5457,82,3.2,355.0,351.8
5458,75,3.4,350.8,347.40000000000003
5460,45,5.8,211.8,206.0
5463,52,11.2,348.4,337.2
5465,60,5.4,289.2,283.8
5466,68,0.0,334.6,334.6
5469,83,5.4,362.6,357.20000000000005
5470,56,0.0,285.8,285.8
5471,54,4.0,287.4,283.4
5474,84,22.4,368.8,346.40000000000003
5475,42,3.8,207.6,203.79999999999998
5476,56,11.4,322.4,311.0
5477,70,5.4,355.4,350.0
5478,40,4.8,206.2,201.39999999999998
5480,58,3.8,354.2,350.4
5482,46,4.6,230.0,225.4
5483,77,4.6,363.2,358.59999999999997
5485,27,10.2,134.2,123.99999999999999
5486,77,8.2,364.0,355.8
5487,48,10.2,238.2,228.0
5489,31,3.4,214.8,211.4
5490,72,11.4,355.2,343.8
5491,65,13.0,358.4,345.4
5492,12,2.8,209.8,207.0
5495,61,2.8,284.6,281.8
5498,86,4.6,343.0,338.4
5501,14,0.0,124.8,124.8
5502,68,6.8,359.2,352.4
5503,25,4.8,156.0,151.2
5505,55,5.0,287.6,282.6
5507,57,1.6,348.4,346.79999999999995
5508,92,9.0,363.2,354.2
5509,43,2.0,369.0,367.0
5512,58,1.0,280.2,279.2
5513,78,6.2,359.4,353.2
5514,38,3.8,181.4,177.6
5516,61,6.4,346.2,339.8
5517,78,2.0,339.4,337.4
5518,53,5.0,289.0,284.0
5519,25,10.4,279.0,268.6
5520,89,20.2,357.4,337.2
5523,44,5.6,204.2,198.6
5524,28,7.0,142.6,135.6
5525,75,5.6,363.6,358.0
5526,20,19.2,156.4,137.20000000000002
5527,6,0.0,151.2,151.2
5528,30,8.0,143.4,135.4
5530,24,0.0,317.6,317.6
5532,97,0.0,359.0,359.0
5536,103,4.2,361.0,356.8
5537,16,17.4,231.8,214.4
5540,90,5.8,357.4,351.59999999999997
5541,28,0.0,134.4,134.4
5542,60,13.8,323.0,309.2
5543,46,5.4,231.6,226.2
5544,34,2.2,361.0,358.8
5546,54,5.0,228.8,223.8
5547,26,1.2,207.8,206.60000000000002
5548,103,26.6,362.8,336.2
5549,70,5.2,335.6,330.40000000000003
5551,19,3.8,134.2,130.39999999999998
5552,61,4.4,288.4,284.0
5554,57,2.6,330.8,328.2
5556,41,53.2,340.6,287.40000000000003
5558,27,17.8,295.2,277.4
5559,32,4.6,182.0,177.4
5560,57,0.0,350.2,350.2
5563,99,2.8,340.0,337.2
5564,24,12.2,155.6,143.4
5566,92,6.0,374.2,368.2
5567,62,6.0,334.2,328.2
5569,83,9.2,355.8,346.6
5571,88,0.0,349.4,349.4
5572,84,3.6,364.0,360.4
5574,19,2.2,153.4,151.20000000000002
5575,67,4.4,173.2,168.79999999999998
5577,69,5.8,364.4,358.59999999999997
5578,55,6.2,348.4,342.2
5579,89,6.8,364.6,357.8
5580,102,5.8,356.4,350.59999999999997
5582,75,3.4,321.6,318.20000000000005
5583,85,3.0,331.4,328.4
5585,84,11.6,363.0,351.4
5586,27,1.4,162.6,161.2
5587,33,0.4,290.0,289.6
5588,106,4.6,350.6,346.0
5589,37,5.2,170.2,165.0
5590,31,41.2,172.6,131.39999999999998
5593,24,5.4,129.2,123.79999999999998
5596,16,3.0,231.4,228.4
5598,47,4.2,213.8,209.60000000000002
5600,73,3.6,368.2,364.59999999999997
5601,18,4.2,167.4,163.20000000000002
5602,37,7.0,155.4,148.4
5605,44,0.0,348.0,348.0
5606,35,5.2,170.4,165.20000000000002
5607,39,4.0,213.6,209.6
5609,43,16.8,213.0,196.2
5610,54,1.0,217.2,216.2
5611,48,4.8,286.4,281.59999999999997
5612,23,4.0,163.6,159.6
5615,54,4.0,249.8,245.8
5616,7,0.2,131.6,131.4
5617,65,5.4,347.4,342.0
5622,66,2.4,350.8,348.40000000000003
5624,28,8.6,156.6,148.0
5625,94,3.6,367.8,364.2
5626,24,4.4,181.4,177.0
5628,43,3.6,213.0,209.4
5629,67,5.6,307.2,301.59999999999997
5631,62,4.4,372.6,368.20000000000005
5632,66,3.8,339.8,336.0
5634,18,3.0,141.8,138.8
5635,8,0.0,106.2,106.2
5640,95,2.2,363.8,361.6
5641,18,5.6,96.6,91.0
5642,16,0.4,134.4,134.0
5644,33,4.8,151.8,147.0
5645,45,3.6,212.0,208.4
5646,10,3.8,194.0,190.2
5647,45,11.2,348.4,337.2
5648,62,24.2,369.8,345.6
5649,86,15.4,367.0,351.6
5656,11,4.2,97.0,92.8
5657,74,10.0,363.2,353.2
5659,68,0.0,326.2,326.2
5660,43,10.4,303.4,293.0
5661,52,2.8,291.4,288.59999999999997
5662,76,1.2,320.4,319.2
5663,12,0.0,161.0,161.0
5665,70,3.0,320.4,317.4
5666,63,0.2,351.8,351.6
5667,33,4.8,164.6,159.79999999999998
5668,29,0.0,176.2,176.2
5671,95,6.4,344.0,337.6
5673,86,1.2,357.4,356.2
5676,86,0.0,338.8,338.8
5677,59,0.0,272.6,272.6
5678,28,6.8,221.2,214.39999999999998
5680,22,4.2,144.8,140.60000000000002
5685,97,3.2,362.8,359.6
5687,68,7.0,247.8,240.8
5688,18,0.0,101.8,101.8
5689,24,0.2,139.2,139.0
5692,35,4.2,123.6,119.39999999999999
5693,30,10.2,168.2,158.0
5694,96,0.0,333.4,333.4
5695,10,6.8,135.2,128.39999999999998
5698,12,0.0,124.6,124.6
5700,62,7.6,273.8,266.2
5702,27,0.8,296.6,295.8
5703,77,13.8,341.8,328.0
5704,21,26.0,82.0,56.0
5706,74,2.4,357.6,355.20000000000005
5707,71,8.4,268.8,260.40000000000003
5710,47,13.6,272.0,258.4
5711,50,0.6,344.4,343.79999999999995
5713,92,0.0,356.6,356.6
5714,99,7.2,368.0,360.8
5715,34,6.6,158.2,151.6
5717,67,0.2,360.0,359.8
5718,108,6.4,356.4,350.0
5719,43,0.0,299.2,299.2
5720,72,1.4,351.8,350.40000000000003
5721,60,1.4,370.8,369.40000000000003
5722,61,22.6,353.0,330.4
5723,41,2.2,337.6,335.40000000000003
5724,74,4.8,320.8,316.0
5725,41,11.4,178.6,167.2
5726,117,2.2,367.4,365.2
5727,86,0.6,362.6,362.0
5729,54,15.2,339.8,324.6
5731,89,0.0,350.0,350.0
5732,32,0.2,238.4,238.20000000000002
5734,33,0.0,177.0,177.0
5737,34,0.8,307.2,306.4
5739,75,4.2,347.2,343.0
5742,16,0.0,124.8,124.8
5743,53,17.4,289.8,272.40000000000003
5744,36,1.2,286.8,285.6
5745,17,0.2,139.2,139.0
5747,39,5.6,167.6,162.0
5748,78,4.4,287.0,282.6
5751,24,15.6,306.8,291.2
5752,64,92.6,358.2,265.6
5754,10,21.2,133.8,112.60000000000001
5755,10,11.0,82.4,71.4
5756,86,1.2,327.4,326.2
5757,51,23.0,263.4,240.39999999999998
5758,78,5.8,364.2,358.4
5759,71,0.0,362.8,362.8
5760,94,2.8,365.8,363.0
5761,83,4.6,306.0,301.4
5762,66,5.4,360.0,354.6
5763,41,2.8,340.4,337.59999999999997
5764,91,9.2,363.8,354.6
5767,112,1.4,363.4,362.0
5768,19,10.6,237.6,227.0
5769,99,14.6,361.2,346.59999999999997
5770,60,4.6,313.8,309.2
5771,110,5.0,360.6,355.6
5772,26,8.2,140.4,132.20000000000002
5773,24,9.4,355.4,346.0
5774,67,1.2,338.2,337.0
5776,52,6.6,324.2,317.59999999999997
5777,52,4.8,208.2,203.39999999999998
5780,87,5.8,364.8,359.0
5781,29,0.0,227.8,227.8
5782,43,10.8,344.8,334.0
5785,58,0.0,228.0,228.0
5786,60,6.2,323.8,317.6
5789,75,5.8,362.8,357.0
5790,70,0.0,270.0,270.0
5791,123,6.0,365.4,359.4
5792,47,0.8,349.2,348.4
5795,96,4.6,343.6,339.0
5796,62,11.4,353.6,342.20000000000005
5797,19,3.2,193.4,190.20000000000002
5798,53,4.8,209.0,204.2
5799,80,4.8,360.4,355.59999999999997
5802,16,4.0,91.2,87.2
5803,10,23.8,335.4,311.59999999999997
5804,115,10.8,362.4,351.59999999999997
5805,67,11.4,350.4,339.0
5808,60,22.0,361.0,339.0
5809,77,4.6,324.6,320.0
5810,122,15.2,355.8,340.6
5811,90,0.6,273.8,273.2
5815,59,10.6,363.8,353.2
5820,11,7.2,162.4,155.20000000000002
5822,32,5.6,152.2,146.6
5823,35,12.4,343.0,330.6
5824,70,0.0,280.4,280.4
5825,75,3.4,359.2,355.8
5827,68,5.8,332.6,326.8
5829,106,3.0,367.0,364.0
5832,62,1.6,339.6,338.0
5833,134,3.4,346.4,343.0
5834,8,28.4,126.4,98.0
5835,72,6.0,367.6,361.6
5836,35,7.0,365.2,358.2
5838,74,16.6,359.0,342.4
5839,29,0.0,284.4,284.4
5840,14,40.0,252.8,212.8
5841,85,3.4,372.2,368.8
5842,104,2.4,324.0,321.6
5843,63,3.8,338.6,334.8
5845,56,9.6,367.2,357.59999999999997
5846,49,7.0,221.8,214.8
5847,208,11.0,326.2,315.2
5848,112,7.6,361.0,353.4
5849,114,3.8,362.6,358.8
5850,44,8.4,211.6,203.2
5851,66,11.2,286.0,274.8
5852,41,13.6,212.4,198.8
5853,14,8.2,160.8,152.60000000000002
5854,96,6.2,345.0,338.8
5855,52,0.4,315.2,314.8
5856,71,13.8,329.4,315.59999999999997
5857,34,0.4,171.2,170.79999999999998
5859,85,1.0,350.4,349.4
5860,95,5.8,307.4,301.59999999999997
5861,56,1.4,280.0,278.6
5863,69,5.6,324.6,319.0
5864,30,5.6,145.6,140.0
5865,58,5.8,214.2,208.39999999999998
5867,50,4.8,277.6,272.8
5868,57,5.4,360.4,355.0
5869,47,7.6,231.6,224.0
5870,81,4.6,355.0,350.4
5871,85,10.6,364.0,353.4
5872,88,4.6,358.4,353.79999999999995
5873,16,15.8,142.6,126.8
5874,69,6.4,326.4,320.0
5875,82,4.8,331.8,327.0
5876,37,4.8,169.6,164.79999999999998
5877,21,16.2,262.8,246.60000000000002
5878,63,14.4,332.6,318.20000000000005
5879,59,4.4,286.0,281.6
5880,28,6.8,83.8,77.0
5881,55,19.6,286.4,266.79999999999995
5882,64,0.0,365.2,365.2
5883,82,6.8,338.6,331.8
5885,43,0.0,296.8,296.8
5887,109,1.0,362.0,361.0
5888,15,8.4,139.8,131.4
5889,9,5.4,191.2,185.79999999999998
5890,50,3.6,340.2,336.59999999999997
5891,34,0.0,165.4,165.4
5892,105,5.6,314.6,309.0
5893,45,8.4,279.4,271.0
5894,71,5.8,345.4,339.59999999999997
5896,44,5.0,227.0,222.0
5897,10,0.0,309.8,309.8
5898,9,4.2,131.4,127.2
5900,45,0.0,286.8,286.8
5901,28,5.2,144.2,139.0
5902,88,9.6,314.8,305.2
5903,50,0.0,284.0,284.0
5905,47,0.0,331.6,331.6
5906,64,15.2,341.4,326.2
5907,106,0.0,339.0,339.0
5909,56,29.0,341.2,312.2
5911,63,7.0,336.0,329.0
5912,96,8.2,367.2,359.0
5913,89,0.0,356.2,356.2
5914,40,1.4,230.6,229.2
5916,52,9.2,302.0,292.8
5917,38,7.6,246.8,239.20000000000002
5918,11,1.4,155.6,154.2
5919,41,14.6,266.2,251.6
5920,30,12.2,227.4,215.20000000000002
5921,53,4.6,211.8,207.20000000000002
5922,49,4.8,252.4,247.6
5923,37,2.8,356.8,354.0
5925,50,4.8,314.4,309.59999999999997
5927,22,6.6,214.0,207.4
5928,59,12.4,300.8,288.40000000000003
5929,96,5.0,359.2,354.2
5931,28,11.0,158.8,147.8
5932,56,0.0,337.2,337.2
5933,131,2.0,347.8,345.8
5934,71,11.4,336.8,325.40000000000003
5935,59,0.0,370.0,370.0
5936,61,13.8,317.4,303.59999999999997
5937,49,1.6,322.4,320.79999999999995
5938,62,9.0,343.0,334.0
5939,40,0.0,188.0,188.0
5940,58,28.4,250.8,222.4
5941,47,13.8,212.8,199.0
5942,10,4.4,128.0,123.6
5944,82,81.0,354.2,273.2
5945,90,2.6,315.4,312.79999999999995
5946,15,1.2,177.2,176.0
5947,58,11.4,343.2,331.8
5948,95,0.0,365.8,365.8
5949,59,4.8,276.2,271.4
5950,28,10.8,235.0,224.2
5952,82,0.0,292.8,292.8
5956,29,14.4,202.0,187.6
5959,65,1.8,253.4,251.6
5960,79,5.2,323.4,318.2
5961,73,10.8,365.0,354.2
5962,29,0.0,330.2,330.2
5964,54,16.4,299.4,283.0
5965,52,23.6,286.0,262.4
5966,42,10.6,232.2,221.6
5968,46,29.4,364.6,335.20000000000005
5969,75,4.4,355.2,350.8
5971,10,6.8,129.4,122.60000000000001
5972,63,4.8,282.0,277.2
5973,40,2.6,351.4,348.79999999999995
5974,83,4.4,351.8,347.40000000000003
5975,22,4.6,135.0,130.4
5976,50,18.4,289.4,271.0
5977,79,11.0,362.4,351.4
5978,30,3.0,352.6,349.6
5979,68,1.0,212.4,211.4
5980,75,5.2,352.2,347.0
5981,48,8.2,233.0,224.8
5982,51,19.2,338.2,319.0
5983,80,2.2,362.0,359.8
5984,25,5.8,129.8,124.00000000000001
5985,113,0.8,356.8,356.0
5986,22,9.0,154.6,145.6
5987,74,0.0,351.0,351.0
5988,76,2.2,291.6,289.40000000000003
5990,47,6.2,224.6,218.4
5992,86,4.6,352.2,347.59999999999997
5995,73,0.0,309.8,309.8
5996,36,4.2,339.2,335.0
5998,26,3.8,142.8,139.0
5999,48,3.4,338.2,334.8
6001,74,1.8,281.0,279.2
6002,81,6.0,362.8,356.8
6003,78,6.0,358.0,352.0
6004,37,4.6,342.6,338.0
6005,12,18.0,126.8,108.8
6008,30,0.0,140.2,140.2
6009,45,4.8,215.6,210.79999999999998
6010,16,23.4,160.6,137.2
6012,63,10.4,345.6,335.20000000000005
6014,21,2.4,136.8,134.4
6016,53,22.0,282.8,260.8
6017,56,1.8,286.8,285.0
6018,119,14.0,326.4,312.4
6019,19,0.0,100.8,100.8
6020,40,20.2,273.2,253.0
6023,97,5.2,357.0,351.8
6024,58,23.2,288.4,265.2
6025,40,0.0,324.6,324.6
6026,13,2.4,308.8,306.40000000000003
6027,59,5.8,351.0,345.2
6028,100,2.0,358.0,356.0
6030,46,0.0,311.4,311.4
6031,74,0.0,303.4,303.4
6032,19,9.8,166.8,157.0
6033,108,17.2,354.6,337.40000000000003
6037,50,24.0,240.6,216.6
6041,91,4.6,347.8,343.2
6042,58,4.8,293.4,288.59999999999997
6043,38,18.0,351.2,333.2
6044,79,8.2,343.0,334.8
6045,56,3.4,285.4,282.0
6046,100,12.2,363.4,351.2
6048,96,2.8,350.4,347.59999999999997
6049,83,4.0,352.8,348.8
6050,86,0.0,348.8,348.8
6053,129,4.6,349.6,345.0
6057,14,0.4,142.4,142.0
6059,67,0.4,309.0,308.6
6062,66,1.8,315.0,313.2
6063,69,5.0,339.6,334.6
6064,66,0.0,346.8,346.8
6065,87,5.2,352.4,347.2
6066,37,36.2,249.0,212.8
6067,45,8.4,224.2,215.79999999999998
6068,72,1.2,334.0,332.8
6069,36,9.2,336.0,326.8
6070,71,0.0,340.0,340.0
6071,8,0.0,129.8,129.8
6072,58,19.8,288.2,268.4
6073,62,0.2,265.2,265.0
6074,69,2.4,327.4,325.0
6076,75,10.2,332.2,322.0
6078,102,0.4,333.2,332.8
6079,50,0.0,324.4,324.4
6081,77,0.0,352.6,352.6
6082,34,0.0,144.2,144.2
6083,69,4.6,326.6,322.0
6084,27,8.4,143.4,135.0
6086,54,6.2,222.4,216.20000000000002
6087,85,7.6,366.0,358.4
6088,65,11.6,343.6,332.0
6089,70,0.0,340.0,340.0
6090,74,20.4,339.8,319.40000000000003
6091,24,13.6,265.8,252.20000000000002
6092,44,0.8,340.4,339.59999999999997
6093,30,152.8,329.4,176.59999999999997
6094,49,6.0,268.2,262.2
6096,13,3.8,75.0,71.2
6097,12,3.4,131.2,127.79999999999998
6098,114,6.6,354.0,347.4
6099,84,9.2,356.0,346.8
6100,12,44.6,168.2,123.6
6101,65,19.4,252.4,233.0
6103,12,0.0,351.2,351.2
6104,73,10.0,349.8,339.8
6105,65,4.8,355.6,350.8
6106,81,1.2,309.4,308.2
6108,62,0.0,286.8,286.8
6109,60,8.0,308.0,300.0
6110,93,1.6,352.6,351.0
6111,46,1.6,328.8,327.2
6112,15,0.0,173.8,173.8
6113,45,18.0,322.0,304.0
6114,41,0.0,271.6,271.6
6115,111,3.8,274.4,270.59999999999997
6116,114,1.0,358.0,357.0
6120,82,6.4,348.0,341.6
6123,52,8.2,307.0,298.8
6124,78,0.0,342.8,342.8
6125,29,16.0,143.4,127.4
6126,90,2.6,314.4,311.79999999999995
6127,99,0.0,359.8,359.8
6128,56,6.8,364.2,357.4
6130,18,14.2,161.4,147.20000000000002
6131,60,6.6,229.6,223.0
6133,70,5.4,188.0,182.6
6134,29,0.0,321.6,321.6
6135,93,2.6,356.2,353.59999999999997
6139,44,11.0,207.8,196.8
6140,40,5.6,312.2,306.59999999999997
6141,94,1.2,364.0,362.8
6142,52,4.8,252.6,247.79999999999998
6143,106,4.6,356.0,351.4
6144,21,1.6,172.2,170.6
6146,91,0.0,354.6,354.6
6147,81,5.2,356.4,351.2
6149,76,9.8,338.4,328.59999999999997
6151,6,0.0,110.6,110.6
6153,52,0.0,218.0,218.0
6154,79,4.6,351.4,346.79999999999995
6155,72,2.4,353.8,351.40000000000003
6157,9,0.0,215.0,215.0
6158,39,11.2,208.4,197.20000000000002
6159,58,4.4,339.2,334.8
6161,85,9.8,345.8,336.0
6162,37,61.0,362.4,301.4
6163,18,14.6,338.2,323.59999999999997
6164,8,0.0,133.6,133.6
6167,31,13.6,321.6,308.0
6168,15,10.6,164.8,154.20000000000002
6169,39,9.0,218.4,209.4
6171,31,3.4,172.8,169.4
6172,19,8.8,289.4,280.59999999999997
6173,68,1.0,339.8,338.8
6174,100,7.0,358.0,351.0
6175,55,5.4,246.8,241.4
6176,28,0.4,360.6,360.20000000000005
6179,22,11.8,298.2,286.4
6181,15,0.0,279.2,279.2
6184,52,4.6,326.4,321.79999999999995
6185,69,0.8,324.2,323.4
6186,11,0.0,148.4,148.4
6188,59,9.0,227.0,218.0
6190,9,10.4,149.4,139.0
6192,66,8.2,338.6,330.40000000000003
6193,56,4.6,275.8,271.2
6194,10,8.4,142.2,133.79999999999998
6195,42,1.8,297.0,295.2
6196,19,0.0,327.2,327.2
6197,18,14.2,286.2,272.0
6198,23,2.2,321.8,319.6
6199,45,6.0,159.2,153.2
6202,11,11.2,140.4,129.20000000000002
6205,80,4.0,348.2,344.2
6206,79,5.0,303.8,298.8
6208,29,21.4,218.4,197.0
6209,44,4.0,132.6,128.6
6210,215,0.0,305.0,305.0
6211,35,2.8,122.0,119.2
6213,12,79.8,212.4,132.60000000000002
6215,25,2.8,194.6,191.79999999999998
6216,11,32.0,168.4,136.4
6217,65,2.0,311.6,309.6
6218,65,16.6,339.0,322.4
6219,58,9.6,302.2,292.59999999999997
6220,17,0.0,170.8,170.8
6223,34,0.2,263.2,263.0
6225,41,8.4,215.8,207.4
6226,21,5.0,280.0,275.0
6227,30,1.2,192.2,191.0
6228,89,7.2,358.8,351.6
6229,52,0.2,233.2,233.0
6230,61,3.2,287.8,284.6
6232,54,11.6,323.8,312.2
6233,30,3.6,141.0,137.4
6234,22,31.0,200.0,169.0
6235,86,5.6,363.0,357.4
6236,86,2.8,338.8,336.0
6237,46,0.0,170.2,170.2
6238,7,21.0,96.0,75.0
6241,65,0.0,313.0,313.0
6243,13,29.4,208.2,178.79999999999998
6244,73,58.2,340.6,282.40000000000003
6245,14,13.2,139.6,126.39999999999999
6246,101,0.0,353.6,353.6
6247,67,3.4,318.4,315.0
6248,34,28.8,359.8,331.0
6250,41,2.0,335.4,333.4
6252,25,2.0,304.4,302.4
6253,53,9.6,357.8,348.2
6255,15,17.2,330.6,313.40000000000003
6256,39,25.0,335.6,310.6
6257,48,9.6,341.0,331.4
6258,27,10.6,323.8,313.2
6260,88,2.4,354.2,351.8
6262,92,1.2,328.8,327.6
6264,26,13.6,330.8,317.2
6265,63,3.2,330.0,326.8
